id_partida,tick,tipo_evento,ganador_final,duracion_final,estrategia_j1,estrategia_j2,elixir_j1,elixir_j2,mano_j1,mano_j2,mazo_j1,mazo_j2,actor_evento,carta_usada,coste_carta,pos_x,pos_y,tropa_vida_maxima,tropa_dano,tropa_rango,tropa_tipo_ataque,tropa_tipo_objetivo,tropa_nivel
partida_1,152,PARTIDA_TERMINADA,JUGADOR_2,152,EstrategiaMenorCosto,EstrategiaAgresiva,1,3,Mago|Príncipe|Bárbaros|Arqueras,P.E.K.K.A|Gigante|Príncipe|Mosquetera,Arqueras|Mago|Príncipe|Bárbaros|Ejército de Esqueletos|Gigante|Mago de Hielo|Mosquetera,Arqueras|Caballero|Mago de Hielo|P.E.K.K.A|Mini P.E.K.K.A|Gigante|Mosquetera|Príncipe,,,,,,,,,,,
partida_2,3,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,6,Arqueras|Caballero|Ejército de Esqueletos|Mago de Hielo,Mosquetera|Ejército de Esqueletos|Gigante|Mago de Hielo,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Valquiria,4,6,2,880,120,1,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,3,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,3,Arqueras|Caballero|Ejército de Esqueletos|Mago de Hielo,Mosquetera|Gigante|Mago de Hielo|Príncipe,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Ejército de Esqueletos,3,12,28,51,51,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,5,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,0,Arqueras|Caballero|Ejército de Esqueletos|Mago de Hielo,Mosquetera|Gigante|Príncipe|Caballero,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Mago de Hielo,3,8,19,590,63,5,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,12,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,3,Arqueras|Ejército de Esqueletos|Mago de Hielo|Bárbaros,Mosquetera|Gigante|Príncipe|Caballero,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Caballero,3,6,2,660,75,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,13,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,0,Arqueras|Ejército de Esqueletos|Mago de Hielo|Bárbaros,Mosquetera|Gigante|Príncipe|Bárbaros,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Caballero,3,0,30,660,75,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,21,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,3,Arqueras|Ejército de Esqueletos|Bárbaros|Mini P.E.K.K.A,Mosquetera|Gigante|Príncipe|Bárbaros,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Mago de Hielo,3,6,2,590,63,5,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,25,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,3,0,Arqueras|Ejército de Esqueletos|Bárbaros|Mini P.E.K.K.A,Gigante|Príncipe|Bárbaros|Arqueras,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Mosquetera,4,14,31,340,100,6,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,33,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,6,0,Arqueras|Ejército de Esqueletos|Bárbaros|Mini P.E.K.K.A,Gigante|Príncipe|Bárbaros|Ejército de Esqueletos,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Arqueras,3,10,20,125,33,5,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,40,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,4,2,Arqueras|Ejército de Esqueletos|Bárbaros|Príncipe,Gigante|Príncipe|Bárbaros|Ejército de Esqueletos,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Mini P.E.K.K.A,4,6,2,600,340,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,42,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,0,3,Arqueras|Ejército de Esqueletos|Bárbaros|Valquiria,Gigante|Príncipe|Bárbaros|Ejército de Esqueletos,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Príncipe,5,6,2,1100,220,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,42,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,0,0,Arqueras|Ejército de Esqueletos|Bárbaros|Valquiria,Gigante|Príncipe|Bárbaros|Mago de Hielo,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Ejército de Esqueletos,3,1,19,51,51,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,51,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,3,0,Arqueras|Ejército de Esqueletos|Bárbaros|Valquiria,Gigante|Príncipe|Bárbaros|Caballero,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Mago de Hielo,3,12,22,590,63,5,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,57,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,1,2,Arqueras|Ejército de Esqueletos|Bárbaros|Caballero,Gigante|Príncipe|Bárbaros|Caballero,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Valquiria,4,6,2,880,120,1,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,60,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,0,Arqueras|Ejército de Esqueletos|Bárbaros|Caballero,Gigante|Príncipe|Bárbaros|Mosquetera,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Caballero,3,15,23,660,75,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,69,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,3,Arqueras|Ejército de Esqueletos|Bárbaros|Mago de Hielo,Gigante|Príncipe|Bárbaros|Mosquetera,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Caballero,3,6,2,660,75,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,72,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,3,0,Arqueras|Ejército de Esqueletos|Bárbaros|Mago de Hielo,Gigante|Príncipe|Bárbaros|Arqueras,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Mosquetera,4,2,27,340,100,6,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,78,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,2,Arqueras|Ejército de Esqueletos|Bárbaros|Mini P.E.K.K.A,Gigante|Príncipe|Bárbaros|Arqueras,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Mago de Hielo,3,6,2,590,63,5,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,84,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,4,1,Arqueras|Ejército de Esqueletos|Bárbaros|Mini P.E.K.K.A,Gigante|Príncipe|Bárbaros|Ejército de Esqueletos,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Arqueras,3,13,22,125,33,5,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,88,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,1,2,Arqueras|Ejército de Esqueletos|Bárbaros|Príncipe,Gigante|Príncipe|Bárbaros|Ejército de Esqueletos,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Mini P.E.K.K.A,4,6,2,600,340,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,90,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,0,Arqueras|Ejército de Esqueletos|Bárbaros|Príncipe,Gigante|Príncipe|Bárbaros|Mago de Hielo,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Ejército de Esqueletos,3,5,22,51,51,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,103,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,6,1,Arqueras|Ejército de Esqueletos|Bárbaros|Príncipe,Gigante|Príncipe|Bárbaros|Caballero,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Mago de Hielo,3,6,28,590,63,5,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,104,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,1,1,Arqueras|Ejército de Esqueletos|Bárbaros|Valquiria,Gigante|Príncipe|Bárbaros|Caballero,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Príncipe,5,6,2,1100,220,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,109,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,3,0,Arqueras|Ejército de Esqueletos|Bárbaros|Valquiria,Gigante|Príncipe|Bárbaros|Mosquetera,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Caballero,3,17,30,660,75,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,114,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,1,2,Arqueras|Ejército de Esqueletos|Bárbaros|Caballero,Gigante|Príncipe|Bárbaros|Mosquetera,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Valquiria,4,6,2,880,120,1,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,121,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,3,0,Arqueras|Ejército de Esqueletos|Bárbaros|Caballero,Gigante|Príncipe|Bárbaros|Arqueras,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Mosquetera,4,6,22,340,100,6,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,126,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,2,Arqueras|Ejército de Esqueletos|Bárbaros|Mago de Hielo,Gigante|Príncipe|Bárbaros|Arqueras,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Caballero,3,6,2,660,75,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,133,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,4,1,Arqueras|Ejército de Esqueletos|Bárbaros|Mago de Hielo,Gigante|Príncipe|Bárbaros|Ejército de Esqueletos,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Arqueras,3,14,28,125,33,5,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,135,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,2,Arqueras|Ejército de Esqueletos|Bárbaros|Mini P.E.K.K.A,Gigante|Príncipe|Bárbaros|Ejército de Esqueletos,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Mago de Hielo,3,6,2,590,63,5,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,141,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,4,1,Arqueras|Ejército de Esqueletos|Bárbaros|Mini P.E.K.K.A,Gigante|Príncipe|Bárbaros|Mago de Hielo,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Ejército de Esqueletos,3,4,18,51,51,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,144,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,1,2,Arqueras|Ejército de Esqueletos|Bárbaros|Príncipe,Gigante|Príncipe|Bárbaros|Mago de Hielo,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Mini P.E.K.K.A,4,6,2,600,340,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,147,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,0,Arqueras|Ejército de Esqueletos|Bárbaros|Príncipe,Gigante|Príncipe|Bárbaros|Caballero,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Mago de Hielo,3,15,28,590,63,5,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,157,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,0,3,Arqueras|Ejército de Esqueletos|Bárbaros|Valquiria,Gigante|Príncipe|Bárbaros|Caballero,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Príncipe,5,6,2,1100,220,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,159,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,1,1,Arqueras|Ejército de Esqueletos|Bárbaros|Valquiria,Gigante|Príncipe|Bárbaros|Mosquetera,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Caballero,3,0,28,660,75,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,169,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,4,0,Arqueras|Ejército de Esqueletos|Bárbaros|Valquiria,Gigante|Príncipe|Bárbaros|Arqueras,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Mosquetera,4,8,23,340,100,6,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,172,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,1,1,Arqueras|Ejército de Esqueletos|Bárbaros|Caballero,Gigante|Príncipe|Bárbaros|Arqueras,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Valquiria,4,6,2,880,120,1,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,179,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,3,0,Arqueras|Ejército de Esqueletos|Bárbaros|Caballero,Gigante|Príncipe|Bárbaros|Ejército de Esqueletos,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Arqueras,3,2,11,125,33,5,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,185,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,2,Arqueras|Ejército de Esqueletos|Bárbaros|Mago de Hielo,Gigante|Príncipe|Bárbaros|Ejército de Esqueletos,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Caballero,3,6,2,660,75,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,186,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,3,0,Arqueras|Ejército de Esqueletos|Bárbaros|Mago de Hielo,Gigante|Príncipe|Bárbaros|Mago de Hielo,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Ejército de Esqueletos,3,7,13,51,51,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,192,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,2,Arqueras|Ejército de Esqueletos|Bárbaros|Mini P.E.K.K.A,Gigante|Príncipe|Bárbaros|Mago de Hielo,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Mago de Hielo,3,6,2,590,63,5,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,198,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,4,1,Arqueras|Ejército de Esqueletos|Bárbaros|Mini P.E.K.K.A,Gigante|Príncipe|Bárbaros|Caballero,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Mago de Hielo,3,2,13,590,63,5,AREA,TROPAS_Y_ESTRUCTURAS,5
partida_2,201,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,1,2,Arqueras|Ejército de Esqueletos|Bárbaros|Príncipe,Gigante|Príncipe|Bárbaros|Caballero,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Mini P.E.K.K.A,4,6,2,600,340,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,206,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,2,0,Arqueras|Ejército de Esqueletos|Bárbaros|Príncipe,Gigante|Príncipe|Bárbaros|Mosquetera,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Caballero,3,0,14,660,75,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,215,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,0,3,Arqueras|Ejército de Esqueletos|Bárbaros|Valquiria,Gigante|Príncipe|Bárbaros|Mosquetera,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_1,Príncipe,5,6,2,1100,220,1,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,217,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,1,0,Arqueras|Ejército de Esqueletos|Bárbaros|Valquiria,Gigante|Príncipe|Bárbaros|Arqueras,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Mosquetera,4,12,23,340,100,6,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
partida_2,225,TROPA_DESPLEGADA,JUGADOR_2,237,EstrategiaDefensiva,EstrategiaAleatoria,4,0,Arqueras|Ejército de Esqueletos|Bárbaros|Valquiria,Gigante|Príncipe|Bárbaros|Ejército de Esqueletos,Mago de Hielo|Ejército de Esqueletos|Valquiria|Príncipe|Bárbaros|Arqueras|Mini P.E.K.K.A|Caballero,Ejército de Esqueletos|Príncipe|Arqueras|Gigante|Mosquetera|Bárbaros|Mago de Hielo|Caballero,JUGADOR_2,Arqueras,3,9,31,125,33,5,INDIVIDUAL,TROPAS_Y_ESTRUCTURAS,5
